R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
66,65.0,17.0,13.0, NH Other, NH Other,democrat,other,"other non-christian, please specify",none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,23.0,1.0,4.0,no,yes,yes,B,none,no,yes
39,41.0,13.0,13.0,NH white, NH Other,democrat,republican,none,catholic,unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,5.0,-2.0,0.0,yes,yes,yes,L,married,no,yes
41,49.0,17.0,17.0,NH white,NH white,democrat,other,none,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,2.5,-8.0,0.0,no,yes,yes,B,none,no,yes
33,25.0,13.0,12.0,NH white, NH black,other,other,catholic,other christian,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,fair,No,0.15,8.0,1.0,yes,no,yes,G,none,no,yes
49,46.0,12.0,12.0,NH white,NH white,democrat,republican,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,west,same-sex couple,excellent,Yes,29.0,3.0,0.0,no,yes,no,L,none,no,yes
52,46.0,16.0,14.0,NH white,NH white,democrat,other,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,same-sex couple,good,No,13.0,6.0,2.0,no,yes,no,G,none,no,yes
65,78.0,13.0,12.0,NH white,NH white,democrat,democrat,other christian,catholic,retired,a one-family house detached from any other house,rented for cash,metro,midwest,same-sex couple,excellent,Yes,41.0,-13.0,1.0,no,no,yes,G,none,no,yes
57,46.0,16.0,16.0,NH white,NH white,republican,other,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,2.5,11.0,0.0,no,yes,yes,G,none,no,yes
49,45.0,12.0,13.0, NH Other, NH black,democrat,democrat,catholic,other christian,disabled,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,excellent,Yes,21.0,4.0,-1.0,yes,no,yes,G,none,no,yes
51,46.0,16.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,5.0,5.0,3.0,no,no,yes,G,CU_DP,no,yes
19,20.0,13.0,13.0,NH white,NH white,democrat,other,"other non-christian, please specify","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,different sex couple,excellent,No,0.15,-1.0,0.0,no,yes,yes,B,CU_DP,no,yes
49,45.0,16.0,13.0,NH white,NH white,democrat,other,none,catholic,unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,No,2.5,4.0,3.0,no,yes,yes,G,none,no,yes
52,49.0,16.0,14.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,17.0,3.0,2.0,no,yes,yes,B,none,no,yes
55,40.0,17.0,14.0,NH white,NH white,democrat,democrat,catholic,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,17.0,15.0,3.0,no,no,yes,G,married,no,yes
50,38.0,13.0,12.0,NH white,NH white,republican,republican,jewish,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,4.0,12.0,1.0,no,no,yes,G,none,no,yes
31,27.0,12.0,13.0,NH white,NH white,democrat,democrat,catholic,none,disabled,a building with 2 or more apartments,rented for cash,metro,midwest,different sex couple,good,No,2.5,4.0,-1.0,no,no,yes,B,none,no,yes
22,27.0,13.0,16.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,Yes,1.5,-5.0,-3.0,no,no,no,L,none,no,yes
28,30.0,17.0,16.0,NH white,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",working,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,excellent,Yes,6.0,-2.0,1.0,no,yes,no,B,none,no,yes
21,28.0,13.0,14.0,NH white,NH white,republican,republican,mormon,mormon,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,No,0.75,-7.0,-1.0,no,no,no,B,none,no,yes
50,39.0,17.0,17.0, NH black,Hispanic,democrat,democrat,baptist - any denomination,catholic,working,a building with 2 or more apartments,rented for cash,metro,midwest,different sex couple,excellent,No,15.0,11.0,0.0,yes,no,yes,B,none,no,yes
52,49.0,16.0,16.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,fair,Yes,8.0,3.0,0.0,no,no,yes,G,none,no,yes
25,23.0,13.0,16.0,Hispanic,NH white,democrat,other,none,buddhist,other,a building with 2 or more apartments,rented for cash,metro,northeast,different sex couple,excellent,No,0.15,2.0,-3.0,yes,yes,yes,B,none,no,yes
56,63.0,13.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,36.0,-7.0,-3.0,no,no,no,G,none,no,yes
46,45.0,13.0,13.0,NH white,NH white,democrat,other,"other non-christian, please specify",none,working,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,excellent,No,0.05,1.0,0.0,no,yes,yes,B,none,w2,no
54,32.0,17.0,14.0,NH white,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,12.0,22.0,3.0,no,no,yes,G,none,no,yes
52,43.0,16.0,16.0,Hispanic,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,5.0,9.0,0.0,yes,no,no,G,married,no,yes
50,52.0,16.0,16.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,22.0,-2.0,0.0,no,yes,yes,B,married,no,yes
51,49.0,16.0,12.0,Hispanic, NH black,republican,democrat,none,other christian,working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,excellent,Yes,6.0,2.0,4.0,yes,yes,yes,L,CU_DP,no,yes
48,50.0,20.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,19.0,-2.0,7.0,no,no,no,L,none,no,yes
31,31.0,13.0,16.0,Hispanic,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,Yes,12.0,0.0,-3.0,yes,yes,no,B,married,no,yes
47,47.0,13.0,13.0,NH white, NH Asian Pac Islander,republican,other,catholic,other christian,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,excellent,Yes,7.0,0.0,0.0,yes,yes,yes,G,married,no,yes
49,51.0,20.0,16.0,NH white,NH white,democrat,democrat,buddhist,none,working,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,good,No,0.45,-2.0,4.0,no,no,yes,B,none,w3,no
42,44.0,12.0,13.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,rented for cash,metro,northeast,different sex couple,very poor,Yes,23.0,-2.0,-1.0,no,no,yes,S,married,no,yes
50,53.0,13.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,21.0,-3.0,-3.0,no,no,yes,G,CU_DP,no,yes
75,66.0,16.0,17.0,NH white, NH Other,other,democrat,"other non-christian, please specify",catholic,working,a one-family house detached from any other house,rented for cash,metro,midwest,same-sex couple,excellent,No,14.0,9.0,-1.0,yes,yes,yes,G,none,no,yes
44,58.0,16.0,13.0,Hispanic,NH white,democrat,democrat,none,jewish,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,excellent,Yes,9.0,-14.0,3.0,yes,no,yes,L,none,no,yes
56,61.0,17.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,29.0,-5.0,0.0,no,no,yes,B,none,no,yes
26,28.0,20.0,20.0, NH Other,NH white,democrat,democrat,jewish,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,fair,Yes,14.0,-2.0,0.0,yes,no,no,B,none,w2,no
45,30.0,16.0,17.0,NH white,Hispanic,democrat,democrat,none,jewish,other,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,excellent,No,1.5,15.0,-1.0,yes,no,yes,B,none,no,yes
46,52.0,16.0,16.0,NH white,NH white,democrat,other,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,12.0,-6.0,0.0,no,yes,yes,G,married,no,yes
45,43.0,16.0,20.0,NH white,NH white,democrat,democrat,"other non-christian, please specify","other non-christian, please specify",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,excellent,Yes,29.0,2.0,-4.0,no,no,no,B,married,no,yes
44,45.0,16.0,16.0,NH white,NH white,democrat,republican,baptist - any denomination,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,4.0,-1.0,0.0,no,yes,yes,L,none,w3,no
34,34.0,16.0,12.0,NH white,NH white,republican,republican,jewish,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,6.0,0.0,4.0,no,no,yes,G,none,no,yes
50,24.0,13.0,12.0,NH white,Hispanic,democrat,other,"other non-christian, please specify",catholic,disabled,"boat, rv, van, etc.",rented for cash,metro,northeast,same-sex couple,excellent,No,0.75,26.0,1.0,yes,yes,yes,G,none,no,yes
44,38.0,16.0,12.0, NH black, NH black,democrat,democrat,baptist - any denomination,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,No,0.15,6.0,4.0,no,no,yes,B,none,no,yes
39,39.0,13.0,13.0,NH white,NH white,republican,republican,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,west,different sex couple,good,Yes,19.0,0.0,0.0,no,no,yes,S,married,no,yes
40,42.0,13.0,13.0, NH black,NH white,democrat,democrat,none,buddhist,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,2.5,-2.0,0.0,yes,no,yes,G,none,no,yes
44,40.0,16.0,16.0,NH white,NH white,democrat,democrat,jewish,none,disabled,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,No,0.45,4.0,0.0,no,no,yes,G,none,no,yes
50,37.0,13.0,13.0,Hispanic,Hispanic,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,fair,No,0.75,13.0,0.0,no,no,no,L,none,w2,no
49,26.0,10.0,12.0, NH Other,NH white,republican,other,catholic,other christian,disabled,a one-family house attached to one or more houses,rented for cash,metro,west,different sex couple,excellent,Yes,2.5,23.0,-2.0,yes,yes,yes,S,married,no,yes
